relative_path,filename,extension,size_bytes,modified_at,sha256,classification,content_status,evidence_status
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/29-Application-Architecture.md,29-Application-Architecture.md,.md,14248,2026-08-05T11:52:11+00:00,cf5e4855e72f04b096ebcec069614b441ab54e5c15240f5267f1a2faeb94a2e6,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/30-Application-Portfolio-Catalog.md,30-Application-Portfolio-Catalog.md,.md,7805,2026-08-05T12:01:30+00:00,ae53500a4eed472b320529c2e06cf66302e989ee90a68dce96496b60c746c8b1,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/31-Domain-and-Bounded-Context-Blueprint.md,31-Domain-and-Bounded-Context-Blueprint.md,.md,7526,2026-08-05T12:01:36+00:00,8e8df89e312f230e4a1fa5ba55098fe3daccfa565ba502a4032bc9730a95e385,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/32-Enterprise-Workflow-State-Model.md,32-Enterprise-Workflow-State-Model.md,.md,29410,2026-08-29T03:18:01+00:00,c3e1302dd8845e04e03db15069add7275777d5f0129786ea42dfa2b9bbea4569,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/32a-Enterprise-Workflow-Compliance-Enforcement-Specification.md,32a-Enterprise-Workflow-Compliance-Enforcement-Specification.md,.md,41396,2026-08-29T03:19:16+00:00,afc76842b3662a107ae96564bfcd581f7f7c7ac99935d515a1e21ecb42294897,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/33-Application-Modularization-Blueprint.md,33-Application-Modularization-Blueprint.md,.md,12382,2026-08-06T01:38:20+00:00,52c682ef9bec7bdb567f2fe434e6bca0ce995194bbe984c2fef2d0440d0682e2,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/34-ProSN-Indicator-Foundation-Master-Target-Capaian-Specification.md,34-ProSN-Indicator-Foundation-Master-Target-Capaian-Specification.md,.md,46380,2026-08-07T10:28:28+00:00,c7f010f3fa1cd8ba33421af9806f959fc6897709d841ec66aef4722ff60cb85a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/04-application-architecture/35-ProSN-Evidence-First-Recall-Document-Intelligence-Autofill-Specification.md,35-ProSN-Evidence-First-Recall-Document-Intelligence-Autofill-Specification.md,.md,112246,2026-08-08T10:07:12+00:00,7ac4e4e16a816c34e5bb5b564b99bce2405d4e7edb5b4c797786ba654e912665,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/05-integration-architecture/34-Integration-Architecture.md,34-Integration-Architecture.md,.md,11643,2026-08-05T12:01:48+00:00,93eb4ad5c56b1ac85ec4ab0234a89e903d3f5e4631a906d22bed3d4ec4a554e8,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/05-integration-architecture/35-API-Design-and-Versioning-Standard.md,35-API-Design-and-Versioning-Standard.md,.md,8203,2026-08-05T12:01:53+00:00,bf9f627b8e9081207241bea8c9f8af1c7d95fc42d0d216ca4d552e68c9e41c1e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/05-integration-architecture/36-Event-and-Notification-Standard.md,36-Event-and-Notification-Standard.md,.md,8336,2026-08-05T12:01:58+00:00,d088ab50d5fd0bbcf7a7771b1518cb69311c48e9c89c553d4434e47ec805fc46,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/05-integration-architecture/37-API-and-Event-Catalog.md,37-API-and-Event-Catalog.md,.md,6608,2026-08-05T12:02:02+00:00,335158880a37efa2b271ca74c4ec0645dba7bc9faba89cba6650dd999f0830f3,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/05-integration-architecture/38-SIPD-Integration-Blueprint.md,38-SIPD-Integration-Blueprint.md,.md,16139,2026-08-29T08:36:16+00:00,deb25b4cfaa3ad79e9359262f2c5c925eacacc315a1c60967b609bb312b62094,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/05-integration-architecture/39-e-SIGAP-Integration-and-SSO-Blueprint.md,39-e-SIGAP-Integration-and-SSO-Blueprint.md,.md,8644,2026-08-05T12:02:08+00:00,391f45e5f745f3fb6043d867791cb86970771c120d1085b496e0b2a1a0f2ac4b,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/06-technology-architecture/40-Technology-Architecture.md,40-Technology-Architecture.md,.md,10264,2026-08-05T12:02:13+00:00,bc090e050ff7520b615042ec37d40e7e8c8a430c219489f683dc2816274cb955,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/06-technology-architecture/41-Technology-Standards-Catalog.md,41-Technology-Standards-Catalog.md,.md,6442,2026-08-05T12:19:22+00:00,7f57ddcb9a1b5bd33117976919e2d7080224fe1fe74d5e63ac21e2b6f6d4a0f2,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/06-technology-architecture/42-Environment-and-Deployment-Blueprint.md,42-Environment-and-Deployment-Blueprint.md,.md,7403,2026-08-05T12:19:27+00:00,a0f6299c5530b50bd122309fdb7d78d148e715bf86068fcb4dd37567fe15b60e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/06-technology-architecture/43-Observability-and-Operations-Blueprint.md,43-Observability-and-Operations-Blueprint.md,.md,7084,2026-08-05T12:19:33+00:00,6f5172e2ade59ace50c62b7fe14fd8c9e2002625e0a677079eca3e1df34944bf,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/06-technology-architecture/44-Resilience-Backup-and-Disaster-Recovery-Blueprint.md,44-Resilience-Backup-and-Disaster-Recovery-Blueprint.md,.md,19604,2026-08-29T08:44:33+00:00,e8f261492965fe0239b25c57f49bac7fdf8ab3ef6218c38bed1c496a79be0ec3,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/07-security-architecture/45-Security-Architecture.md,45-Security-Architecture.md,.md,11667,2026-08-29T00:26:54+00:00,de436e9a4666a910f06b15b3a05900f1bba0d0208332290e75f7067ec6131be1,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/07-security-architecture/46-Identity-Access-and-Separation-of-Duties-Blueprint.md,46-Identity-Access-and-Separation-of-Duties-Blueprint.md,.md,7780,2026-08-05T12:19:44+00:00,0e871a3ed2a1c4e9670dc594b26f56e96b38ee7aca1847daa5ef06a205adb7d0,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/07-security-architecture/47-Security-Privacy-and-Audit-Control-Blueprint.md,47-Security-Privacy-and-Audit-Control-Blueprint.md,.md,10148,2026-08-29T00:27:25+00:00,8890dedab5e4a78dd93e9241ae36462a5d6d648fbb12d0429687ed7cdc2c9724,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/07-security-architecture/48-Threat-Model-and-Security-Zones.md,48-Threat-Model-and-Security-Zones.md,.md,7448,2026-08-05T12:19:55+00:00,a03122c6917a9861e950fb03cad59e1eec54ae7dac858b4f04ad51e1cedaed1f,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/07-security-architecture/49-Secure-Engineering-and-Secrets-Standard.md,49-Secure-Engineering-and-Secrets-Standard.md,.md,7615,2026-08-05T12:19:59+00:00,5b63f5dcfbd9fa00d5b10d118fcf6ab60e1c6bd4d762ff5e942faa120eb7e50d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/50-Government-Intelligence-Platform-Architecture.md,50-Government-Intelligence-Platform-Architecture.md,.md,9340,2026-08-05T12:20:05+00:00,77986a12d4f2630ca0bfe9df58fe03bed9e115f7a2dd03403b007dec81e53533,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/51-Analytics-and-Decision-Intelligence-Blueprint.md,51-Analytics-and-Decision-Intelligence-Blueprint.md,.md,8016,2026-08-05T12:20:10+00:00,005928cf6ad831d44e18f90b77b0ff3de76028fd81b65ea46bf4c48e9d1fa251,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/52-AI-Gateway-and-Provider-Abstraction-Blueprint.md,52-AI-Gateway-and-Provider-Abstraction-Blueprint.md,.md,8621,2026-08-05T12:37:33+00:00,5be34d7e85eb40f46313e020f4b77b7f2f2ae96ac0d973f50193d9ef5432a21a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/53-Responsible-AI-Governance-Standard.md,53-Responsible-AI-Governance-Standard.md,.md,8893,2026-08-05T12:37:33+00:00,d46076541239986953c442318704fa2d8d55783132d81e9df74cba5c2d0db76a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/54-Prompt-Library-Standard.md,54-Prompt-Library-Standard.md,.md,7506,2026-08-05T12:37:33+00:00,d09f30f2c0c1480464fba71def5b952591dd99685d165b704b1706af5f19910e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/55-AI-Evaluation-and-Acceptance-Standard.md,55-AI-Evaluation-and-Acceptance-Standard.md,.md,8412,2026-08-05T12:37:33+00:00,d51380fba3c3f4a58dfc80a1b11e5789c61473988574ac1bebcc3dee03e304cd,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/56-AI-Model-Prompt-and-Evaluation-Register.md,56-AI-Model-Prompt-and-Evaluation-Register.md,.md,7678,2026-08-05T12:37:33+00:00,d1d970e41adb48fae9c847303bba6697d2bea80f7ce7b3e015a6ed4375015db7,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/08-intelligence-ai-architecture/57-Knowledge-Graph-and-Retrieval-Blueprint.md,57-Knowledge-Graph-and-Retrieval-Blueprint.md,.md,9285,2026-08-05T12:37:33+00:00,341843857946b72f933b29fb026f14b6f62b8284b4e716891075217fc0321606,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/58-Government-Digital-Publishing-Platform-Architecture.md,58-Government-Digital-Publishing-Platform-Architecture.md,.md,9470,2026-08-05T12:37:33+00:00,1fe44963d19b0a7790d4a57c083d9c778900a8386a50cb85a9064dfff530acc8,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/59-Canonical-Document-Model-Blueprint.md,59-Canonical-Document-Model-Blueprint.md,.md,8659,2026-08-05T12:37:33+00:00,d303a786be51fc0602de4def7a3f2b61804457e7e2841f4190954be402489dca,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/60-Multiformat-Publishing-Pipeline-Blueprint.md,60-Multiformat-Publishing-Pipeline-Blueprint.md,.md,8378,2026-08-05T12:37:33+00:00,15d9075b786b21a25f87eff7bb370376d28a269ae1b86274ef85adcd0b47a253,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/61-Publication-Governance-and-Approval-Standard.md,61-Publication-Governance-and-Approval-Standard.md,.md,9065,2026-08-05T12:37:33+00:00,a7d9101952b59291a2f13645a93623aee801c0ad32e457c94f88315e45cf4f9e,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/62-Government-Design-System-Standard.md,62-Government-Design-System-Standard.md,.md,12337,2026-08-29T08:03:46+00:00,f069c0bef00fd5fa6ca27b9d76c089569054d193a9fa80b2b82af8dec5e48d87,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/63-Typography-Layout-and-Annual-Report-Style.md,63-Typography-Layout-and-Annual-Report-Style.md,.md,7639,2026-08-05T12:58:16+00:00,b586de552c39d48fd747c805fa21124edcbb7851dce4f13a62b6ec5e88d0e4b1,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/64-Chart-and-Infographic-Standard.md,64-Chart-and-Infographic-Standard.md,.md,7465,2026-08-05T12:58:55+00:00,96bf8777d1d4da28822eb193d1c984a9224de300c6083c544b837de398e98c48,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/65-Publication-Accessibility-and-Quality-Standard.md,65-Publication-Accessibility-and-Quality-Standard.md,.md,8451,2026-08-05T12:59:43+00:00,96d619acb13ff8d273dade310a1972b543bc514daa30f191c0101f0621ea410b,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/09-publishing-architecture/66-Template-and-Publication-Asset-Register.md,66-Template-and-Publication-Asset-Register.md,.md,7344,2026-08-05T13:00:22+00:00,4df2e4c9f85d5555b88800613869b386df0f355be75f6482bf5d812318c428c5,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-standards/17-Business-Process-Modeling-Standard.md,17-Business-Process-Modeling-Standard.md,.md,23014,2026-08-04T13:04:09+00:00,bf705aa687ea5686b5517333e4a202730b5c883610364afe4c147a5b01d17552,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/67-Migration-and-Modernization-Roadmap.md,67-Migration-and-Modernization-Roadmap.md,.md,9589,2026-08-05T13:01:41+00:00,7aff99eb475592f6734de057a06f86923527864789cd53bccf6fc818249ddbb9,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/68-Transition-Architecture-01-Foundation.md,68-Transition-Architecture-01-Foundation.md,.md,7986,2026-08-05T13:02:27+00:00,cd14b3f1cc062641bd8e50debab64ecea77a1aece378954a5d6330228e1296a7,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/69-Transition-Architecture-02-Platform.md,69-Transition-Architecture-02-Platform.md,.md,8207,2026-08-05T13:03:09+00:00,6f32f50c2b49f22d0fbb5461b663c62e696487bd4bcb4d185f9af58e57c76248,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/70-Transition-Architecture-03-Scale.md,70-Transition-Architecture-03-Scale.md,.md,7911,2026-08-05T13:03:59+00:00,6c4a500944166b4c44f31441fddb104930bd161254fda0c8b052e7c58c3dfe4b,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/71-Implementation-Readiness-Checklist.md,71-Implementation-Readiness-Checklist.md,.md,8454,2026-08-05T13:05:06+00:00,a973798eb79581e8ef26aecead787a520d8c4ee18a558a27eafb34c5efd83907,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/72-Production-Readiness-Checklist.md,72-Production-Readiness-Checklist.md,.md,16687,2026-08-29T08:33:30+00:00,b0d67a514e4d33b0b2d0fef69e5467ec4a41e8b5571f71839e2b4ba2d35ef4fe,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/73-Legacy-Coexistence-and-Decommissioning-Plan.md,73-Legacy-Coexistence-and-Decommissioning-Plan.md,.md,8575,2026-08-05T13:06:47+00:00,a0d5eeaed0f7bd0a149c57f492c6a3cd73672b5c03bc1615bd4e181c0984d298,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/10-transition-and-implementation/74-Enterprise-Architecture-Traceability-Matrix.md,74-Enterprise-Architecture-Traceability-Matrix.md,.md,13619,2026-08-29T07:02:25+00:00,e87c715914f145941372ea2b50cd113505fd3b7319f6d1bd98b551243ac6b40c,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/11-roadmaps/00-Master-Artifact-Register.md,00-Master-Artifact-Register.md,.md,41229,2026-08-29T08:13:02+00:00,8450af25cf6758a5df526faf9fb9cab8dab75e1b658e4cd02bb4226906d40ad2,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/11-roadmaps/02-Enterprise-Architecture-Roadmap.md,02-Enterprise-Architecture-Roadmap.md,.md,52388,2026-08-04T02:59:58+00:00,5ce7be5a791a42e65832d52371efcb22a758672a68363e6d2683ce3425f1220d,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/11-roadmaps/Evaluasi-Kesiapan-Implementasi-EA-ePeLARA-2026-08-06.docx,Evaluasi-Kesiapan-Implementasi-EA-ePeLARA-2026-08-06.docx,.docx,21872,2026-08-06T22:58:01+00:00,0a368f609b0d0984d606f9ec3f559e3a0645a5d3be3cd7d489b32b6944b53841,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/11-roadmaps/backlog-eksekusi-otomatis.md,backlog-eksekusi-otomatis.md,.md,23812,2026-08-29T08:07:44+00:00,d7a166613aacb21ec04641653a6c3eaf6a054ad8497540ba3c37b1fa2c80874b,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Arsitektur Pengembangan e-Pelara/11-roadmaps/piagam-mandat-implementasi-epelara.md,piagam-mandat-implementasi-epelara.md,.md,5977,2026-08-06T23:18:43+00:00,d09ecdd31394c3ada14f993cc4b8b6b9f55787295d2274ca3f626c4527b8a725,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Backup-29-04-2026-db_epelara.sql,Backup-29-04-2026-db_epelara.sql,.sql,4039555,2026-04-29T12:02:27+00:00,a7c388dae0cd89af5727df23460b82722369ba53ea21a7f346481ad5a1ffd8d2,Generated/backup/temporary candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/CATATAN AUDIT KEU-0A-3 — Endpoint Bridge SPJ Approved e-SIGAP.docx,CATATAN AUDIT KEU-0A-3 — Endpoint Bridge SPJ Approved e-SIGAP.docx,.docx,102431,2026-05-28T08:56:32+00:00,c3e47498779eff4235efb291cd771ab2a8439854ce680086ac222818309282c9,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/CATATAN_TEKNIS_FINAL_TERKOREKSI_PHASE_4_STEP_10B_10E.md,CATATAN_TEKNIS_FINAL_TERKOREKSI_PHASE_4_STEP_10B_10E.md,.md,792943,2026-05-11T06:51:24+00:00,d32631644f78275af21a013aeb4c911f378b737caac32fcbe7ea07d6ffc346e2,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Cover Renja Dinas Pangan 2027 A4_edited.png,Cover Renja Dinas Pangan 2027 A4_edited.png,.png,603198,2026-07-30T16:40:55+00:00,a8f1d178867ee50fec2ec1cffbe3cf523290d083248824eaa953d3d1adf7e062,Repository document candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/DESAIN MODULE MR e-Pelara.docx,DESAIN MODULE MR e-Pelara.docx,.docx,60544,2026-05-09T02:36:45+00:00,6ea1fc1d98ab495f344bdd532466759da52e71709bc8c56dea9f763dd8293afe,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/DOKUMEN IMPLEMENTASI SISTEM PAGU & REVISI RENSTRA (BERBASIS RPJMD).docx,DOKUMEN IMPLEMENTASI SISTEM PAGU & REVISI RENSTRA (BERBASIS RPJMD).docx,.docx,119692,2026-05-07T15:47:01+00:00,631f1913a3947d3d1cdae6739bd8ae1c8593d3e06c90c54dbb719d9699299f18,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Daftar Akun Dan Penggunaan AI.xlsx,Daftar Akun Dan Penggunaan AI.xlsx,.xlsx,8280,2026-08-07T22:20:40+00:00,d231c58c50ccd022771d999b1e3442e261c69b4420f061e876a6b232adeedd77,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Daftar Akun Gmail Dan Proton.xlsx,Daftar Akun Gmail Dan Proton.xlsx,.xlsx,26634,2026-08-08T10:09:40+00:00,ff91be20bda78d9c192c462120b801f6658ff466216118cd80fb326125f9dbd2,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/Data Pegawai Dinas Pangan.xlsx,Data Pegawai Dinas Pangan.xlsx,.xlsx,18498,2026-06-16T03:33:22+00:00,414cbae9a5183e851f94d47ad75df15992e8c382b7603b1a49528d7b2b923a92,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/FORM COACHING CLINIC Manajemen Mitigasi Resiko.xlsx,FORM COACHING CLINIC Manajemen Mitigasi Resiko.xlsx,.xlsx,58986,2026-05-16T16:45:27+00:00,002b19d003a6efc7e701f4dfe98d3109cb4ffe140096d353a253aac9bfc79f0a,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
dokumenEPelara/FORM LAP TAHUNAN Manajemen Mitigasi Resiko 2026.docx,FORM LAP TAHUNAN Manajemen Mitigasi Resiko 2026.docx,.docx,26696,2026-05-06T03:26:29+00:00,8be62aece7bf860566c77e9d10fc3e124c58d3c7bcb6ec743b85f92f589a6c38,Project documentation or evidence candidate,Inventory Only — contents and approval status require document-level review,Not Verifiable unless independently reviewed and linked to implementation/test/operational evidence
