relative_path,filename,classification,prefix,prefix_status,predecessor,predecessor_confidence,up_export,down_export,tables_created,tables_or_objects_referenced,columns_changed,schema_operation_tags,dependency_references,destructive_operation_tags,constraint_tags,applied_status,applied_status_evidence,file_sha256,size_bytes
backend/migrations/20260421120000-fix-indikatortujuans-kode-suffix-to-01.js,20260421120000-fix-indikatortujuans-kode-suffix-to-01.js,active-candidate,20260421120000,ok,20260421000001-fix-import-raw-id-type-indikatortujuans.js,repository_lexical_order_only,True,True,,kode|indikatortujuans|tujuan|kode_indikator,,raw_sql,,,unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,5ab13cfeef763a427f409ed73077716e4b02623047afd52c5d4b0f7870814ced,2236
backend/migrations/20260421143000-regulasi-master-transaksi-integration-sprint1.js,20260421143000-regulasi-master-transaksi-integration-sprint1.js,active-candidate,20260421143000,ok,20260421120000-fix-indikatortujuans-kode-suffix-to-01.js,repository_lexical_order_only,True,True,,regulasi_versi|of|program|kegiatan|sub_kegiatan,,raw_sql,master_kegiatan|master_program|master_sub_kegiatan|regulasi_versi|users,,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,dc657c701f6ad39aed5e8d52538f8e3f286f5672b90b600539303cad1655fee8,10702
backend/migrations/20260421180000-mapping-sub-kegiatan-applied-metadata.js,20260421180000-mapping-sub-kegiatan-applied-metadata.js,active-candidate,20260421180000,ok,20260421143000-regulasi-master-transaksi-integration-sprint1.js,repository_lexical_order_only,True,True,,,,,users,,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,5ff84e24901a338e048bb49a2d60bc520ac7e7dca68771eb8d5fcef595e3778a,1557
backend/migrations/20260421190000-create-mapping-sub-kegiatan-resolution.js,20260421190000-create-mapping-sub-kegiatan-resolution.js,active-candidate,20260421190000,ok,20260421180000-mapping-sub-kegiatan-applied-metadata.js,repository_lexical_order_only,True,True,,,,,mapping_sub_kegiatan|master_sub_kegiatan|users,,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,d7e823ee8e8f65a63c57dd0db69ff83efba3b6e80d142662a0e130ff9aaa77f5,3092
backend/migrations/20260422120000-create-app-policy.js,20260422120000-create-app-policy.js,active-candidate,20260422120000,ok,20260421190000-create-mapping-sub-kegiatan-resolution.js,repository_lexical_order_only,True,True,app_policy,app_policy,,create_table|drop_table,users,drop_table,foreign_key_reference|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,eccf68b9a81a21c1c463bb8bfe8e8d635aeddef07440ed7327cd49a75f684266,1798
backend/migrations/20260423100000-create-compliance-snapshot-history.js,20260423100000-create-compliance-snapshot-history.js,active-candidate,20260423100000,ok,20260422120000-create-app-policy.js,repository_lexical_order_only,True,True,compliance_snapshot_history,compliance_snapshot_history,,add_index|create_table|drop_table,users,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,f7afe166b70980fd2a44dcf9b338f4cad71540656914cdd1b873a3d49a6d3d11,1417
backend/migrations/20260423120000-dedupe-renstra-kegiatan-duplicate-kode.js,20260423120000-dedupe-renstra-kegiatan-duplicate-kode.js,active-candidate,20260423120000,ok,20260423100000-create-compliance-snapshot-history.js,repository_lexical_order_only,True,True,,information_schema|renstra_kegiatan|renstra_subkegiatan|renstra_tabel_kegiatan|renstra_tabel_subkegiatan|indikator_renstra|kegiatan,,raw_sql,,raw_destructive_sql,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,cb13e0d636488b2c2ddab8148fe24d4115ccc54674f5a32d3db602c1b05f4e67,4431
backend/migrations/20260424093000-add-indikator-kinerja-to-program-kegiatan-sub.js,20260424093000-add-indikator-kinerja-to-program-kegiatan-sub.js,active-candidate,20260424093000,ok,20260423120000-dedupe-renstra-kegiatan-duplicate-kode.js,repository_lexical_order_only,True,True,,,,raw_sql,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,1de47362696d5cf11ee9b5cf0e196e0414f71e887f7aaefda0a21f7bdf297560,2118
backend/migrations/20260424103000-renstra-opd-dedupe-is-aktif.js,20260424103000-renstra-opd-dedupe-is-aktif.js,active-candidate,20260424103000,ok,20260424093000-add-indikator-kinerja-to-program-kegiatan-sub.js,repository_lexical_order_only,True,True,,renstra_opd,,raw_sql,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,b7cdb86b654d8dda56feec5d6d778808dd8e5466636c958ecef235082db90297,1297
backend/migrations/20260424120000-create-renja-mapping-apply-batch.js,20260424120000-create-renja-mapping-apply-batch.js,active-candidate,20260424120000,ok,20260424103000-renstra-opd-dedupe-is-aktif.js,repository_lexical_order_only,True,True,renja_mapping_apply_batch,renja_mapping_apply_batch,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,cec0d1fcc31f60ccb66d868c52eca35142f14fe936c5b30d150726f75f3d4464,2193
backend/migrations/20260424120000-multi-tenant-saas-core.js,20260424120000-multi-tenant-saas-core.js,active-candidate,20260424120000,ok,20260424120000-create-renja-mapping-apply-batch.js,ambiguous_duplicate_prefix,True,True,tenants,tenants|users,users.tenant_id,add_column|add_index|create_table|drop_table|remove_column|remove_index,tenants,drop_table|remove_column|remove_index,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,55cd76566966bc70c0887008224660e98801a99ae570ca3cc42d7638ee03c25f,2696
backend/migrations/20260425090000-harden-data-fix-batch-audit-lock.js,20260425090000-harden-data-fix-batch-audit-lock.js,active-candidate,20260425090000,ok,20260424120000-multi-tenant-saas-core.js,repository_lexical_order_only,True,True,renja_data_fix_audit_log|renja_data_fix_doc_lock,renja_data_fix_audit_log|renja_data_fix_doc_lock|renja_mapping_apply_batch,,add_index|create_table|drop_table|raw_sql,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,326952d4a2181fa5c49c8bd82b20b02273800f8929208bc743225428424cd688,5391
backend/migrations/20260425113119-add-unique-index-renstra-chain.js,20260425113119-add-unique-index-renstra-chain.js,active-candidate,20260425113119,ok,20260425090000-harden-data-fix-batch-audit-lock.js,repository_lexical_order_only,True,True,,renstra_kegiatan|renstra_subkegiatan,,add_index|remove_index,,remove_index,index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,174c6c52cd7bc013bc59a47c695b2526fd4dcc763422ee1b4a56ad0f21410b5f,776
backend/migrations/20260425130000-saas-tenant-hardening-v2.js,20260425130000-saas-tenant-hardening-v2.js,active-candidate,20260425130000,ok,20260425113119-add-unique-index-renstra-chain.js,repository_lexical_order_only,True,True,tenant_audit_logs|plans|subscriptions,tenant_audit_logs|plans|subscriptions|tenants,tenants.is_active,add_column|add_index|create_table|drop_table|remove_column|remove_index,plans|tenants|users,drop_table|remove_column|remove_index,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,a721ad6c38b20a1ef4be47e31cb072a8d448def7b710719abe3274f2288285c0,5341
backend/migrations/20260425140000-ensure-tenants-is-active-column.js,20260425140000-ensure-tenants-is-active-column.js,active-candidate,20260425140000,ok,20260425130000-saas-tenant-hardening-v2.js,repository_lexical_order_only,True,True,,tenants|INFORMATION_SCHEMA,tenants.is_active,add_column|add_index|raw_sql|remove_column|remove_index,,remove_column|remove_index,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,4db850941fb73aae286de4fe2809a3dcb97eaad465461905726bb5d49c6068e3,1088
backend/migrations/20260427144744-create-arah-kebijakan-master-program.js,20260427144744-create-arah-kebijakan-master-program.js,active-candidate,20260427144744,ok,20260425140000-ensure-tenants-is-active-column.js,repository_lexical_order_only,True,True,arah_kebijakan_master_program,arah_kebijakan_master_program,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,603a1b6165af9d25885d6be190de0693ca6e1a01864f0c071dd1434ab9be0a78,1832
backend/migrations/20260428000156-create-arah-kebijakan-program-mapping.js,20260428000156-create-arah-kebijakan-program-mapping.js,active-candidate,20260428000156,ok,20260427144744-create-arah-kebijakan-master-program.js,repository_lexical_order_only,True,True,arah_kebijakan_program_mapping,arah_kebijakan_program_mapping,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,97429792a7203b236f6659581bbf89e6c0323c4dbdc94d3d965149c96ba184a0,2805
backend/migrations/20260428120000-add-tahun-2025-urusan-kinerja.js,20260428120000-add-tahun-2025-urusan-kinerja.js,active-candidate,20260428120000,ok,20260428000156-create-arah-kebijakan-program-mapping.js,repository_lexical_order_only,True,True,,urusan_kinerja_2021_2024,urusan_kinerja_2021_2024.tahun_2025,add_column|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,8b0ef96a32e746ef7ffa734d0d8e81330b644a7cdc2b3939838d2654bb3b3b9d,356
backend/migrations/20260428120000-planning-audit-rka-dpa.js,20260428120000-planning-audit-rka-dpa.js,active-candidate,20260428120000,ok,20260428120000-add-tahun-2025-urusan-kinerja.js,ambiguous_duplicate_prefix,True,True,planning_audit_events,planning_audit_events|rka|dpa|of,rka.anggaran|dpa.anggaran,add_index|change_column|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,6913dbe43619946f99640b61730cb61834cd48c17eae1e046977cf945ca92c9b,4114
backend/migrations/20260428130000-planning-audit-renja-rkpd.js,20260428130000-planning-audit-renja-rkpd.js,active-candidate,20260428130000,ok,20260428120000-planning-audit-rka-dpa.js,repository_lexical_order_only,True,True,,of,,,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,2013401f6c7d55bf0e721afaa9408a730b41840437be110e989423c6df4e10a0,2570
backend/migrations/20260429120000-renstra-rpjmd-audit-pagu.js,20260429120000-renstra-rpjmd-audit-pagu.js,active-candidate,20260429120000,ok,20260428130000-planning-audit-renja-rkpd.js,repository_lexical_order_only,True,True,,renstra|of,renstra.total_pagu,add_column,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,347955d343b62f9cfd4ab07f2d970aaa554d1acc6278f7d98dbb69e13eb8f6e0,3313
backend/migrations/20260430140000-planning-audit-snapshot-global-versions.js,20260430140000-planning-audit-snapshot-global-versions.js,active-candidate,20260430140000,ok,20260429120000-renstra-rpjmd-audit-pagu.js,repository_lexical_order_only,True,True,planning_document_versions,planning_document_versions|planning_audit_events,planning_audit_events.snapshot,add_column|add_index|create_table|drop_table|remove_column,,drop_table|remove_column,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,7d7d680824b754ec2fe8c1d8bbd275534cb753d872d67a0dcd41f365079becff,3851
backend/migrations/20260430150000-add-plans-features-json.js,20260430150000-add-plans-features-json.js,active-candidate,20260430150000,ok,20260430140000-planning-audit-snapshot-global-versions.js,repository_lexical_order_only,True,True,,plans,plans.features,add_column|raw_sql|remove_column,,remove_column,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,230db68623b3c876a26ee497180cf1a533fcee73aa0c3e4d42b1274a8628207f,2206
backend/migrations/20260430160000-create-rpjmd-malut-pdf-import-tables.js,20260430160000-create-rpjmd-malut-pdf-import-tables.js,active-candidate,20260430160000,ok,20260430150000-add-plans-features-json.js,repository_lexical_order_only,True,True,urusan_kinerja_2021_2024|apbd_proyeksi_2026_2030|rpjmd_target_tujuan_sasaran_2025_2029|arah_kebijakan_rpjmd|iku_rpjmd,urusan_kinerja_2021_2024|apbd_proyeksi_2026_2030|rpjmd_target_tujuan_sasaran_2025_2029|arah_kebijakan_rpjmd|iku_rpjmd,,add_index|create_table|drop_table,periode_rpjmds,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,47b49b95b73a7b0ab9e40a813b0aa50dd84283667f75e3e540cef0dfb3e54c30,5969
backend/migrations/20260430161000-ensure-enterprise-plan.js,20260430161000-ensure-enterprise-plan.js,active-candidate,20260430161000,ok,20260430160000-create-rpjmd-malut-pdf-import-tables.js,repository_lexical_order_only,True,True,,plans,,raw_sql,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,013f1718c672559d488e80821587c1a64f42ee8ceab1bb5ab34d2ca81b042016,1600
backend/migrations/20260501120000-renja-data-fix-mapping-engine.js,20260501120000-renja-data-fix-mapping-engine.js,active-candidate,20260501120000,ok,20260430161000-ensure-enterprise-plan.js,repository_lexical_order_only,True,True,renja_mapping_suggestion_run|renja_mapping_suggestion_result,renja_mapping_suggestion_run|renja_mapping_suggestion_result,,add_index|create_table|drop_table,renja_dokumen|renja_item|renja_mapping_suggestion_run,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,4cf57fd99d1856851e961b449b26d40fdbb94ebb10f41125152158d3ca214541,6138
backend/migrations/20260502100000-fix-tipe-indikator-varchar32.js,20260502100000-fix-tipe-indikator-varchar32.js,active-candidate,20260502100000,ok,20260501120000-renja-data-fix-mapping-engine.js,repository_lexical_order_only,True,True,,of,,,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,e8091d47de92bbb3ed7d176a3e18b4d4747e3e795cd53af8c62c662c2e9548e4,1712
backend/migrations/20260502100001-create-renstra-tabel-strategi-dan-arah-kebijakan.js,20260502100001-create-renstra-tabel-strategi-dan-arah-kebijakan.js,active-candidate,20260502100001,ok,20260502100000-fix-tipe-indikator-varchar32.js,repository_lexical_order_only,True,True,renstra_tabel_strategi|renstra_tabel_arah_kebijakan,renstra_tabel_strategi|renstra_tabel_arah_kebijakan,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,f67afdc5efd211b4d7b551e89c928d51d98c0e312b69f781949a98d2fae1a23f,7003
backend/migrations/20260502142824-create-renstra-pagu-cache.js,20260502142824-create-renstra-pagu-cache.js,active-candidate,20260502142824,ok,20260502100001-create-renstra-tabel-strategi-dan-arah-kebijakan.js,repository_lexical_order_only,True,True,renstra_pagu_cache,renstra_pagu_cache,,add_constraint|add_index|create_table|drop_table,,drop_table,foreign_key_or_constraint|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,bd13b168f9c0d641ae0005867fe200e11df0a55ddc1198342782b4013e6424df,1981
backend/migrations/20260508150524-create-mr-planning-risk.js,20260508150524-create-mr-planning-risk.js,active-candidate,20260508150524,ok,20260502142824-create-renstra-pagu-cache.js,repository_lexical_order_only,True,True,mr_planning_risk,mr_planning_risk|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,22d9f5b1ff0e6f627dae60ba5083f5a34b17ed75931a0186ff924291341f6069,4104
backend/migrations/20260508150527-create-mr-planning-risk-history.js,20260508150527-create-mr-planning-risk-history.js,active-candidate,20260508150527,ok,20260508150524-create-mr-planning-risk.js,repository_lexical_order_only,True,True,mr_planning_risk_history,mr_planning_risk_history|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,accfcab183eb46b1e6223e294f7de027e9662acf2e03784762fb7cedfc43a931,2280
backend/migrations/20260508150530-create-mr-planning-mitigation.js,20260508150530-create-mr-planning-mitigation.js,active-candidate,20260508150530,ok,20260508150527-create-mr-planning-risk-history.js,repository_lexical_order_only,True,True,mr_planning_mitigation,mr_planning_mitigation|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,3f86873da8ab61ed041f455bfaca3e8954bb66c3b0dfdd0c7e89aafceee796b5,2889
backend/migrations/20260508150533-create-mr-planning-mitigation-history.js,20260508150533-create-mr-planning-mitigation-history.js,active-candidate,20260508150533,ok,20260508150530-create-mr-planning-mitigation.js,repository_lexical_order_only,True,True,mr_planning_mitigation_history,mr_planning_mitigation_history|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,2ab1892e4da9fd18d6db5d79e751be5ace988ba8efb7f0706975449bdff11613,2576
backend/migrations/20260508150536-create-mr-planning-monitoring.js,20260508150536-create-mr-planning-monitoring.js,active-candidate,20260508150536,ok,20260508150533-create-mr-planning-mitigation-history.js,repository_lexical_order_only,True,True,mr_planning_monitoring,mr_planning_monitoring|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,9bd2139d257c95060ec7c7cbf81bd972d2306d945a58c138b8d05df815e4460e,3475
backend/migrations/20260508150539-create-mr-planning-monitoring-history.js,20260508150539-create-mr-planning-monitoring-history.js,active-candidate,20260508150539,ok,20260508150536-create-mr-planning-monitoring.js,repository_lexical_order_only,True,True,mr_planning_monitoring_history,mr_planning_monitoring_history|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,ce580c45188c89390528dbbcae6f2304e13d2588d872a26b284534449006d158,2760
backend/migrations/20260508150543-create-mr-planning-deviation.js,20260508150543-create-mr-planning-deviation.js,active-candidate,20260508150543,ok,20260508150539-create-mr-planning-monitoring-history.js,repository_lexical_order_only,True,True,mr_planning_deviation,mr_planning_deviation|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,007b5416ed26972f5a422e6d36b7c1a749a7f73d47432484d4ca8381934aafc9,3978
backend/migrations/20260508150547-create-mr-planning-approval-monitoring.js,20260508150547-create-mr-planning-approval-monitoring.js,active-candidate,20260508150547,ok,20260508150543-create-mr-planning-deviation.js,repository_lexical_order_only,True,True,mr_planning_approval_monitoring,mr_planning_approval_monitoring|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,471597b756ef3843ea1a52b1a0c7b49c7d2736185913cb4a8662763528649e7f,4161
backend/migrations/20260508150550-create-mr-planning-warning.js,20260508150550-create-mr-planning-warning.js,active-candidate,20260508150550,ok,20260508150547-create-mr-planning-approval-monitoring.js,repository_lexical_order_only,True,True,mr_planning_warning,mr_planning_warning|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,1e18d4c8d1368135d5446950e2cf97a127f718033857057e983ffd73f2aeec70,2584
backend/migrations/20260508150554-create-mr-planning-snapshot.js,20260508150554-create-mr-planning-snapshot.js,active-candidate,20260508150554,ok,20260508150550-create-mr-planning-warning.js,repository_lexical_order_only,True,True,mr_planning_snapshot,mr_planning_snapshot|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,8967690dde39f7f0a006a2f2a47f351452d0570a976013efe7f4be9c29f0cadc,4740
backend/migrations/20260508150557-create-mr-planning-dashboard-summary.js,20260508150557-create-mr-planning-dashboard-summary.js,active-candidate,20260508150557,ok,20260508150554-create-mr-planning-snapshot.js,repository_lexical_order_only,True,True,mr_planning_dashboard_summary,mr_planning_dashboard_summary|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,38330d8fc1747dbe4de58a76a9598aa4f08e59902cceb05335aad22586d26084,4597
backend/migrations/20260508150601-create-mr-cross-system-link.js,20260508150601-create-mr-cross-system-link.js,active-candidate,20260508150601,ok,20260508150557-create-mr-planning-dashboard-summary.js,repository_lexical_order_only,True,True,mr_cross_system_link,mr_cross_system_link|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,753dd82234676fa25a5d0e73a7818de79a84dddc9dad27c4fa9112539419e42c,4225
backend/migrations/20260510015614-create-mr-reference-groups.js,20260510015614-create-mr-reference-groups.js,active-candidate,20260510015614,ok,20260508150601-create-mr-cross-system-link.js,repository_lexical_order_only,True,True,mr_reference_groups,mr_reference_groups|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,,drop_table,index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,825ac24680673f3166bc1ada7d3d17bbfaf4348f3c1a70efae327da245fb9de1,2517
backend/migrations/20260510020342-create-mr-reference-items.js,20260510020342-create-mr-reference-items.js,active-candidate,20260510020342,ok,20260510015614-create-mr-reference-groups.js,repository_lexical_order_only,True,True,mr_reference_items,mr_reference_items|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_reference_groups|mr_reference_items,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,644c54b54639cc47580e197e35e650f3f0ca1a4361240820d9db8c7688a191d2,3943
backend/migrations/20260510020851-create-mr-risk-matrix.js,20260510020851-create-mr-risk-matrix.js,active-candidate,20260510020851,ok,20260510020342-create-mr-reference-items.js,repository_lexical_order_only,True,True,mr_risk_matrix,mr_risk_matrix|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_reference_items,drop_table,foreign_key_reference|index|unique,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,e9079fd93cc7ab6f93239b49022bbc2fecc1a3cdf252fd0d0aa39626e4ef2204,4635
backend/migrations/20260510022020-create-mr-planning-context.js,20260510022020-create-mr-planning-context.js,active-candidate,20260510022020,ok,20260510020851-create-mr-risk-matrix.js,repository_lexical_order_only,True,True,mr_planning_context,mr_planning_context|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_reference_items,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,b1d7184b669e66b9792a7dfb1303a3c0cb9f2d0718194f771f74f0e27e6df6ad,8713
backend/migrations/20260510024142-create-mr-planning-context-item.js,20260510024142-create-mr-planning-context-item.js,active-candidate,20260510024142,ok,20260510022020-create-mr-planning-context.js,repository_lexical_order_only,True,True,mr_planning_context_item,mr_planning_context_item|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_reference_items,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,4321289f550789dc8cea0b3f6f4296573b7ec3d933d3f117c782b048bc2f7556,7262
backend/migrations/20260510025850-create-mr-planning-context-stakeholder.js,20260510025850-create-mr-planning-context-stakeholder.js,active-candidate,20260510025850,ok,20260510024142-create-mr-planning-context-item.js,repository_lexical_order_only,True,True,mr_planning_context_stakeholder,mr_planning_context_stakeholder|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_reference_items,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,a1d53b832d6e6a6d097f5c67eff65fb67158157dc0f3ac96c779d21af084e8d7,3663
backend/migrations/20260510030453-add-context-id-to-mr-planning-risk.js,20260510030453-add-context-id-to-mr-planning-risk.js,active-candidate,20260510030453,ok,20260510025850-create-mr-planning-context-stakeholder.js,repository_lexical_order_only,True,True,,mr_planning_risk,mr_planning_risk.context_id,add_column|add_index|remove_column|remove_index,mr_planning_context,remove_column|remove_index,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,e41340b7b084168720f41b524efe94927e8a6f06c5cea481e351952484b54f9b,1069
backend/migrations/20260510030955-create-mr-planning-risk-analysis.js,20260510030955-create-mr-planning-risk-analysis.js,active-candidate,20260510030955,ok,20260510030453-add-context-id-to-mr-planning-risk.js,repository_lexical_order_only,True,True,mr_planning_risk_analysis,mr_planning_risk_analysis|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_planning_risk|mr_reference_items,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,ca849950be8a9c32a21f2c1839690c3cc4abcc8cd65859c65a2463ae026d589c,14253
backend/migrations/20260510032545-create-mr-planning-root-cause.js,20260510032545-create-mr-planning-root-cause.js,active-candidate,20260510032545,ok,20260510030955-create-mr-planning-risk-analysis.js,repository_lexical_order_only,True,True,mr_planning_root_cause,mr_planning_root_cause|CURRENT_TIMESTAMP,,add_index|create_table|drop_table,mr_planning_context|mr_planning_risk|mr_planning_risk_analysis|mr_reference_items,drop_table,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,bb7ab1516b913c94c67f728cc2a1e80d912b20fd9948cd3c8fcb6c7fc638d4d1,10829
backend/migrations/20260510033225-harden-mr-planning-risk-reference-fields.js,20260510033225-harden-mr-planning-risk-reference-fields.js,active-candidate,20260510033225,ok,20260510032545-create-mr-planning-root-cause.js,repository_lexical_order_only,True,True,,mr_planning_risk,mr_planning_risk.kategori_risiko_ref_id|mr_planning_risk.sumber_risiko_ref_id|mr_planning_risk.kemungkinan_ref_id|mr_planning_risk.dampak_ref_id|mr_planning_risk.level_risiko_ref_id|mr_planning_risk.selera_risiko_ref_id|mr_planning_risk.status_risiko_ref_id|mr_planning_risk.metode_pencapaian_tujuan_spip|mr_planning_risk.risk_statement|mr_planning_risk.risk_code_auto_generated|mr_planning_risk.is_priority_candidate|mr_planning_risk.is_above_appetite|mr_planning_risk.matrix_code|mr_planning_risk.matrix_id|mr_planning_risk.created_by|mr_planning_risk.updated_by,add_column|add_index|remove_column|remove_index,mr_reference_items|mr_risk_matrix,remove_column|remove_index,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,53344663d4fc3f6cefd7610a941e681b7da42bcf057c1b4fd9e0a46326cca4c6,9722
backend/migrations/20260510033819-harden-mr-planning-risk-history.js,20260510033819-harden-mr-planning-risk-history.js,active-candidate,20260510033819,ok,20260510033225-harden-mr-planning-risk-reference-fields.js,repository_lexical_order_only,True,True,,mr_planning_risk_history,mr_planning_risk_history.context_id|mr_planning_risk_history.action_type|mr_planning_risk_history.source_module|mr_planning_risk_history.audit_event_id,add_column|add_index|remove_column|remove_index,mr_planning_context,remove_column|remove_index,foreign_key_reference|index,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,8c3931c4e843b261bf7cd133274966aff0b9ef507cd6ddfd408eaefd4490f2db,3982
backend/migrations/20260510034515-harden-mr-planning-mitigation.js,20260510034515-harden-mr-planning-mitigation.js,active-candidate,20260510034515,ok,20260510033819-harden-mr-planning-risk-history.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,foreign_key_reference,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,0daafd218b226cc44800b83dce0142ff2da938893cb6ab3aad713be3ca26c2d9,17428
backend/migrations/20260510035104-cleanup-duplicate-fk-mr-planning-mitigation.js,20260510035104-cleanup-duplicate-fk-mr-planning-mitigation.js,active-candidate,20260510035104,ok,20260510034515-harden-mr-planning-mitigation.js,repository_lexical_order_only,True,True,,information_schema,,raw_sql,,,,unknown_not_verifiable,No per-environment migration history was available; repository filename cannot prove execution.,26556b6aabd3aa11fcf2117ad729859dc6488b93b00b75ee6ab4895cd9b9d9b0,1592
